Durham_id,Site,SampleDate,SampleTime,Method,pH,SpecCond,DOC_mgL,TDN_mgL,DON_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,Al_mgL,Ca_mgL,Fe_mgL,K_mgL,Mg_mgL,Mn_mgL,Na_mgL,S_mgL,SiO2_mgL,Sr_mgL,Zn_mgL,LocationType,GWType,X,Y
DG-001,52_4_d2,2019-03-13T00:00:00Z,1899-12-31T10:50:00Z,pump,6.58,46.6,0.42,0.18,0.01,0.07,0.51,0.71,4.56,NA,NA,NA,0.012,0.014,0.02,4.75,0.02,0.63,1.666,0.004,2.03,1.45,15.66,0.032,0,G3,deep_intoC,281762.5976,4871095.145
DG-002,52_4_d1,2019-03-13T00:00:00Z,1899-12-31T10:55:00Z,pump,6.7,44.2,0.84,0.23,0.01,0.08,0.47,0.89,4.56,NA,NA,NA,0.012,0.006,0.13,3.73,0.12,0.76,1.446,0.08,2.64,1.41,11.23,0.031,0,G4,R_surface,281789.7025,4871168.696
DG-003,86_3_d2,2019-03-13T00:00:00Z,1899-12-31T11:47:00Z,pump,5.61,13.3,3.9,0.32,0.1,0.04,0.47,0.78,2.85,NA,NA,NA,0.039,0.003,0.32,0.36,0.03,0.49,0.155,0.114,1.33,0.89,5.28,0.005,0.04,G2,R_surface,281858.8713,4870633.421
DG-004,42_4_d1,2019-06-06T00:00:00Z,1899-12-31T14:25:00Z,pump,6.34,34.8,0.43,0.27,0.07,0.05,0.61,0.87,5.59,NA,NA,NA,0.005,0.006,0.01,4.28,0,0.62,0.65,0.02,1.68,1.69,13.95,0.019,-0.001,G3,R_surface,281655.004,4871175.786
DG-005,42_4_d2,2019-06-06T00:00:00Z,1899-12-31T14:40:00Z,pump,5.75,15.97,0.44,0.15,0.01,0.05,0.52,0.55,3.77,NA,NA,NA,0.009,0.001,0.03,1.31,0,0.45,0.15,0.02,0.95,1.25,7.92,0.019,0.003,G3,deep_intoC,281655.033,4871176.429
DG-009,52_4_d1,2019-06-06T00:00:00Z,1899-12-31T11:43:00Z,pump,6.75,46.5,0.28,0.23,0.06,0.08,0.54,0.72,4.99,NA,NA,NA,0.008,0.015,0.26,3.95,0.24,0.83,1.48,0.12,3.44,1.34,12.91,0.029,0.003,G4,R_surface,281789.7025,4871168.696
DG-010,52_4_d2,2019-06-06T00:00:00Z,1899-12-31T11:00:00Z,pump,6.78,50.4,0.77,0.23,0.02,0.13,0.6,0.93,4.63,NA,NA,NA,0.004,0.004,0.03,5.31,0.03,0.73,2.03,0,2.16,1.48,16.08,0.037,0.006,G3,deep_intoC,281762.5976,4871095.145
DG-013,86_3_d2,2019-06-06T00:00:00Z,1899-12-31T09:10:00Z,pump,4.99,12.69,4.48,0.22,0.14,0.04,0.57,0.31,2.73,NA,NA,NA,0.016,0.001,0.53,0.33,0.04,0.22,0.1,0.01,0.65,0.9,4.79,0.006,0.014,G2,R_surface,281858.8713,4870633.421
DG-015,K1d,2019-06-06T00:00:00Z,1899-12-31T15:11:00Z,pump,6.07,16.29,0.54,0.11,0.05,0.04,0.53,0.27,3.05,NA,NA,NA,0.004,0.001,0.01,1.36,0.01,0.21,0.28,0.01,1.12,0.95,8,0.009,0.022,G5,deep_intoC,281686.6880,4871076.5000
DG-031,42_4_d1,2019-06-11T00:00:00Z,1899-12-31T16:48:00Z,pump,6.68,15.22,0.28,0.13,0,0.04,0.52,0.56,3.85,NA,NA,NA,0.002,0.001,0.02,1.29,0,0.44,0.15,0.03,1,1.18,7.92,0.018,-0.003,G3,R_surface,281655.004,4871175.786
DG-032,42_4_d2,2019-06-11T00:00:00Z,1899-12-31T16:44:00Z,pump,5.82,41.6,0.37,0.23,0.02,0.05,0.67,0.88,5.41,NA,NA,NA,0.02,0.006,0,5.95,0,0.59,0.62,0.02,1.61,1.59,12.9,0.019,0.001,G3,deep_intoC,281655.033,4871176.429
DG-036,52_4_d1,2019-06-11T00:00:00Z,1899-12-31T15:10:00Z,pump,6.9,55.3,1.95,0.26,0.05,0.16,0.64,0.9,5.35,NA,NA,NA,0.007,0.005,0.42,4.01,0.32,0.98,1.52,0.19,5.58,1.58,12.96,0.03,-0.002,G4,R_surface,281789.7025,4871168.696
DG-037,52_4_d2,2019-06-11T00:00:00Z,1899-12-31T14:48:00Z,pump,6.68,45,0.27,0.18,0.03,0.08,0.54,0.64,4.72,NA,NA,NA,0.004,0.016,0.05,4.77,0.05,0.66,1.76,0.01,2.03,1.4,15.88,0.033,-0.002,G3,deep_intoC,281762.5976,4871095.145
DG-040,86_3_d2,2019-06-11T00:00:00Z,1899-12-31T13:33:00Z,pump,4.98,12.1,5.26,0.24,0.15,0.03,0.48,0.35,2.6,NA,NA,NA,0.012,0.001,0.7,0.27,0.02,0.12,0.09,0.01,0.57,0.81,4.77,0.005,0,G2,R_surface,281858.8713,4870633.421
DG-041,42_4_d1,2019-06-18T00:00:00Z,1899-12-31T13:27:00Z,pump,6.48,45.48,0.49,0.21,0,0.05,0.5,0.86,5.02,NA,NA,NA,0.014,0.005,0,6.63,0.01,0.57,0.66,0.01,1.58,1.54,13.05,0.02,0,G3,R_surface,281655.004,4871175.786
DG-042,42_4_d2,2019-06-18T00:00:00Z,1899-12-31T13:23:00Z,pump,5.65,16.31,0.45,0.12,-0.01,0.05,0.46,0.55,3.84,NA,NA,NA,0.007,0.001,0.02,1.4,0,0.5,0.16,0.03,0.96,1.18,7.68,0.02,0,G3,deep_intoC,281655.033,4871176.429
DG-043,52_4_d1,2019-06-18T00:00:00Z,1899-12-31T11:42:00Z,pump,6.83,66.1,2.78,0.27,0.09,0.19,0.7,0.79,6.11,NA,NA,NA,0.008,0.003,1.21,4.23,0.92,1.32,1.57,0.22,7.18,1.83,14.03,0.03,0.01,G4,R_surface,281789.7025,4871168.696
DG-044,52_4_d2,2019-06-18T00:00:00Z,1899-12-31T11:10:00Z,pump,6.57,49.1,0.49,0.18,0.02,0.08,0.5,0.67,4.81,NA,NA,NA,0.007,0.014,0.01,5.21,0.01,0.75,1.88,0,2.14,1.37,15.5,0.04,0.01,G3,deep_intoC,281762.5976,4871095.145
DG-045,86_3_d2,2019-06-18T00:00:00Z,1899-12-31T10:25:00Z,pump,5.01,12.92,4.64,0.21,0.12,0.03,0.46,0.37,2.82,NA,NA,NA,0.005,0.001,0.57,0.41,0.04,0.22,0.12,0.02,0.67,0.87,4.98,0,0.01,G2,R_surface,281858.8713,4870633.421
DG-046,K1d,2019-06-18T00:00:00Z,1899-12-31T10:16:00Z,pump,5.89,16.07,0.66,0.13,0.02,0.04,0.42,0.38,2.91,NA,NA,NA,0.026,0.001,0.01,1.37,0.01,0.2,0.28,0.01,1.1,0.9,7.76,0.01,0.02,G5,deep_intoC,281686.6880,4871076.5000
DG-057,42_4_d1,2019-06-25T00:00:00Z,1899-12-31T13:44:00Z,pump,6.74,46.8,0.33,0.22,0,0.05,0.49,0.9,5.3,NA,NA,NA,0.016,0.007,0.01,6.74,0.01,0.56,0.66,0.01,1.56,1.54,13.07,0.02,0.01,G3,R_surface,281655.004,4871175.786
DG-058,42_4_d2,2019-06-25T00:00:00Z,1899-12-31T13:48:00Z,pump,5.81,16.95,0.38,0.13,0,0.06,0.47,0.53,3.85,NA,NA,NA,0.004,0.001,0.02,1.35,0,0.48,0.15,0.03,0.9,1.18,7.73,0.02,0,G3,deep_intoC,281655.033,4871176.429
DG-059,52_4_d1,2019-06-25T00:00:00Z,1899-12-31T11:42:00Z,pump,6.95,53.5,1.21,0.24,0.04,0.14,0.61,0.87,4.75,NA,NA,NA,0.002,0.003,0.21,4.09,0.16,0.87,1.4,0.08,4.26,1.39,12.41,0.03,0,G4,R_surface,281789.7025,4871168.696
DG-060,52_4_d2,2019-06-25T00:00:00Z,1899-12-31T11:19:00Z,pump,6.73,49.1,0.28,0.15,0.01,0.07,0.48,0.61,4.76,NA,NA,NA,0.001,0.011,0.04,4.92,0.03,0.71,1.76,0,2.01,1.36,15.32,0.03,0,G3,deep_intoC,281762.5976,4871095.145
DG-061,86_3_d2,2019-06-25T00:00:00Z,1899-12-31T10:09:00Z,pump,4.91,12.51,5.25,0.18,0.11,0.03,0.51,0.28,2.63,NA,NA,NA,0.006,0.002,0.65,0.36,0.04,0.19,0.11,0.01,0.62,0.78,4.84,0,0,G2,R_surface,281858.8713,4870633.421
DG-062,K1d,2019-06-25T00:00:00Z,1899-12-31T14:27:00Z,pump,6.02,16.23,0.6,0.09,0.04,0.04,0.4,0.19,2.96,NA,NA,NA,0.005,0.001,0.01,1.35,0,0.18,0.27,0.01,1.08,0.91,7.84,0.01,0.01,G5,deep_intoC,281686.6880,4871076.5000
DG-064,V2,2019-06-25T00:00:00Z,1899-12-31T13:13:00Z,pump,5.04,10.16,1.58,0.16,0.03,0.02,0.37,0.57,2.02,NA,NA,NA,0.01,0.001,0.15,0.15,0.01,0.14,0.04,0.06,0.46,0.57,2.96,0,0.02,G2,deep_intoC,281641.4801,4871207.708
DG-065,42_4_d1,2019-07-02T00:00:00Z,1899-12-31T13:37:00Z,pump,6.43,46.4,0.38,0.24,0.01,0.05,0.47,0.93,5.31,NA,NA,NA,0.017,0.008,0,6.5,0,0.55,0.66,0,1.54,1.65,11.95,0.019,0.012,G3,R_surface,281655.004,4871175.786
DG-066,42_4_d2,2019-07-02T00:00:00Z,1899-12-31T13:22:00Z,pump,5.8,16.51,0.32,0.15,0.04,0.04,0.41,0.49,3.81,NA,NA,NA,0.003,0.001,0.01,1.29,0,0.48,0.15,0.02,0.93,1.22,7.25,0.016,0.002,G3,deep_intoC,281655.033,4871176.429
DG-067,52_4_d1,2019-07-02T00:00:00Z,1899-12-31T11:46:00Z,pump,6.79,66.9,1.22,0.24,0.03,0.13,0.57,0.91,4.6,NA,NA,NA,0.006,0.002,0.07,6.08,0.06,1.19,2.14,0.11,4.22,1.48,11.88,0.041,0.009,G4,R_surface,281789.7025,4871168.696
DG-068,52_4_d2,2019-07-02T00:00:00Z,1899-12-31T11:02:00Z,pump,6.56,50.8,0.41,0.17,0.01,0.08,0.44,0.67,4.79,NA,NA,NA,0.006,0.013,0,5.02,0,0.7,1.86,0,2.05,1.48,14.22,0.035,0.011,G3,deep_intoC,281762.5976,4871095.145
DG-069,86_3_d2,2019-07-02T00:00:00Z,1899-12-31T10:25:00Z,pump,4.92,13.01,5.38,0.21,0.15,0.03,0.44,0.25,2.53,NA,NA,NA,0.004,0.001,0.67,0.33,0.03,0.2,0.11,0.01,0.66,0.79,4.5,0.004,0.009,G2,R_surface,281858.8713,4870633.421
DG-070,K1d,2019-07-02T00:00:00Z,1899-12-31T14:09:00Z,pump,5.91,17.23,0.6,0.08,0.03,0.04,0.39,0.2,2.94,NA,NA,NA,0.006,0.001,0.02,1.43,0,0.22,0.29,0.01,1.12,0.92,7.48,0.008,0.016,G5,deep_intoC,281686.6880,4871076.5000
DG-071,V2,2019-07-02T00:00:00Z,1899-12-31T12:51:00Z,pump,5.02,10.39,1.44,0.18,0.06,0.02,0.35,0.52,2.22,NA,NA,NA,0.008,0,0.23,0.12,0,0.13,0.04,0.04,0.43,0.72,2.87,0.001,0.027,G2,deep_intoC,281641.4801,4871207.708
DG-072,42_4_d1,2019-07-08T00:00:00Z,1899-12-31T13:08:00Z,pump,6.34,36.5,1.2,0.46,0.22,0.13,1,0.9,5.65,NA,NA,NA,0.03,0.003,0.03,2.95,0.02,0.75,0.59,0.03,1.73,1.89,12.2,0.016,0.025,G3,R_surface,281655.004,4871175.786
DG-073,42_4_d2,2019-07-08T00:00:00Z,1899-12-31T12:54:00Z,pump,5.82,17.49,0.65,0.19,0.05,0.06,0.53,0.57,3.95,NA,NA,NA,0.015,0.002,0.01,1.15,0,0.48,0.14,0.02,0.97,1.35,7.59,0.015,0.02,G3,deep_intoC,281655.033,4871176.429
DG-074,52_4_d1,2019-07-08T00:00:00Z,1899-12-31T11:13:00Z,pump,6.97,67.4,2.01,0.24,0.04,0.2,0.55,0.8,5.34,NA,NA,NA,0.015,0.004,0.03,4.09,0.01,1,1.52,0.16,5.15,1.82,10.8,0.029,0.002,G4,R_surface,281789.7025,4871168.696
DG-075,52_4_d2,2019-07-08T00:00:00Z,1899-12-31T11:13:00Z,pump,6.73,54.1,0.25,0.16,0.02,0.08,0.44,0.63,4.94,NA,NA,NA,0.003,0.013,0.02,4.71,0.01,0.63,1.79,0,1.92,1.67,15.09,0.033,0.004,G3,deep_intoC,281762.5976,4871095.145
DG-076,86_3_d2,2019-07-08T00:00:00Z,1899-12-31T10:57:00Z,pump,5.06,13.55,4.6,0.22,0.15,0.04,0.49,0.28,2.73,NA,NA,NA,0.007,0.001,0.39,0.45,0.04,0.29,0.14,0.02,0.69,0.93,4.87,0.006,0.009,G2,R_surface,281858.8713,4870633.421
DG-077,K1d,2019-07-08T00:00:00Z,1899-12-31T14:40:00Z,pump,5.94,17.85,0.57,0.1,0.05,0.05,0.48,0.21,2.97,NA,NA,NA,0.007,0.001,0.03,1.35,0.01,0.25,0.28,0.01,1.13,0.92,7.7,0.008,0.013,G5,deep_intoC,281686.6880,4871076.5000
DG-078,42_4_d1,2019-07-12T00:00:00Z,1899-12-31T14:57:00Z,pump,6.49,42,1.04,0.47,0.16,0.08,1.04,0.87,5.58,NA,NA,NA,0.107,0.006,0.01,4.36,0.01,0.75,0.63,0.03,1.7,1.99,13.07,0.017,0.007,G3,R_surface,281655.004,4871175.786
DG-079,42_4_d2,2019-07-12T00:00:00Z,1899-12-31T14:49:00Z,pump,5.94,18.41,0.83,0.26,0.1,0.05,0.74,0.51,3.93,NA,NA,NA,0.046,0.002,0.04,1.37,0.03,0.54,0.17,0.02,1.06,1.39,7.93,0.016,0.027,G3,deep_intoC,281655.033,4871176.429
DG-080,52_4_d1,2019-07-12T00:00:00Z,1899-12-31T11:57:00Z,pump,6.67,50.5,1.33,0.23,0.05,0.13,0.6,0.77,4.37,NA,NA,NA,0.011,0.007,0.03,3.27,0.02,0.74,1.18,0.14,3.84,1.57,11.02,0.024,0.001,G4,R_surface,281789.7025,4871168.696
DG-081,52_4_d2,2019-07-12T00:00:00Z,1899-12-31T11:23:00Z,pump,6.58,50.4,0.44,0.15,0.04,0.07,0.51,0.45,4.22,NA,NA,NA,0.008,0.011,0.04,4.65,0.03,0.66,1.62,0.01,1.69,1.5,13.02,0.031,0.003,G3,deep_intoC,281762.5976,4871095.145
DG-082,86_3_d2,2019-07-12T00:00:00Z,1899-12-31T10:24:00Z,pump,4.95,16.72,5.06,0.29,0.17,0.04,0.53,0.38,3.78,NA,NA,NA,0.033,0.001,0.47,0.53,0.02,0.27,0.18,0.07,0.74,1.29,5.26,0.006,0.015,G2,R_surface,281858.8713,4870633.421
DG-083,K1d,2019-07-12T00:00:00Z,1899-12-31T15:37:00Z,pump,5.9,18.43,0.87,0.14,0.05,0.04,0.51,0.27,2.95,NA,NA,NA,0.026,0.001,0.01,1.35,0,0.24,0.28,0.01,1.12,0.99,8.03,0.008,0.061,G5,deep_intoC,281686.6880,4871076.5000
DG-084,V2,2019-07-12T00:00:00Z,1899-12-31T14:21:00Z,pump,5.11,10.83,2.25,0.3,0.16,0.02,0.47,0.55,1.76,NA,NA,NA,0.018,0.001,0.25,0.22,0.01,0.2,0.07,0.17,0.54,0.6,3,0.001,0.03,G2,deep_intoC,281641.4801,4871207.708
DG-085,42_4_d1,2019-07-16T00:00:00Z,1899-12-31T12:50:00Z,pump,6.41,41,0.4,0.28,0.07,0.05,0.63,0.87,5.28,NA,NA,NA,0.022,0.005,0.04,4.63,0.03,0.59,0.63,0.01,1.44,1.84,12.89,0.017,0.018,G3,R_surface,281655.004,4871175.786
DG-086,42_4_d2,2019-07-16T00:00:00Z,1899-12-31T12:53:00Z,pump,5.75,16.41,0.42,0.13,0.01,0.05,0.54,0.47,3.87,NA,NA,NA,0.006,0.002,0.01,1.29,0,0.48,0.15,0.02,1,1.34,7.81,0.016,0.05,G3,deep_intoC,281655.033,4871176.429
DG-087,52_4_d1,2019-07-16T00:00:00Z,1899-12-31T10:57:00Z,pump,6.75,59.4,1.16,0.27,0.06,0.11,0.64,0.89,4.73,NA,NA,NA,0.008,0.007,0.26,5.33,0.16,1,1.88,0.09,3.9,1.65,12.9,0.039,0.014,G4,R_surface,281789.7025,4871168.696
DG-088,52_4_d2,2019-07-16T00:00:00Z,1899-12-31T10:28:00Z,pump,6.59,48.9,0.31,0.15,0.01,0.08,0.56,0.6,4.67,NA,NA,NA,0.008,0.016,0.01,4.52,0.01,0.61,1.66,0,1.9,1.67,14.79,0.032,0.003,G3,deep_intoC,281762.5976,4871095.145
DG-089,86_3_d2,2019-07-26T00:00:00Z,1899-12-31T09:53:00Z,pump,4.83,17.96,4.63,0.2,0.1,0.03,0.44,0.4,4.47,NA,NA,NA,0.009,0.001,0.72,0.54,0.03,0.33,0.16,0.1,0.68,1.54,5.27,0.006,0.018,G2,R_surface,281858.8713,4870633.421
DG-090,K1d,2019-07-16T00:00:00Z,1899-12-31T13:56:00Z,pump,5.85,17.5,0.54,0.08,0.04,0.04,0.44,0.16,2.82,NA,NA,NA,0.006,0.001,0.01,1.32,0.01,0.22,0.27,0.02,1.07,0.96,7.88,0.008,0.078,G5,deep_intoC,281686.6880,4871076.5000
DG-091,V2,2019-07-16T00:00:00Z,1899-12-31T13:02:00Z,pump,5.09,9.41,1.59,0.18,0.04,0.01,0.36,0.6,1.95,NA,NA,NA,0.008,0.001,0.23,0.14,0.01,0.14,0.04,0.07,0.47,0.66,3.18,0.001,0.044,G2,deep_intoC,281641.4801,4871207.708
DG-092,42_4_d1,2019-07-23T00:00:00Z,1899-12-31T13:45:00Z,pump,6.28,40.8,0.37,0.25,0.02,0.05,0.56,0.88,5.13,NA,NA,NA,0.034,0.009,0.02,4.61,0.02,0.55,0.64,0.01,1.44,1.84,13.02,0.018,0.004,G3,R_surface,281655.004,4871175.786
DG-093,42_4_d2,2019-07-23T00:00:00Z,1899-12-31T13:27:00Z,pump,5.74,18.33,0.65,0.28,0.13,0.04,0.76,0.51,4.01,NA,NA,NA,0.028,0.002,0.01,1.22,0.01,0.56,0.15,0.03,1.03,1.41,8.01,0.016,0.004,G3,deep_intoC,281655.033,4871176.429
DG-094,52_4_d1,2019-07-23T00:00:00Z,1899-12-31T12:32:00Z,pump,6.44,46.9,1.05,0.23,0.05,0.1,0.66,0.76,4.09,NA,NA,NA,0.013,0.006,0.22,3.75,0.16,0.78,1.41,0.05,2.7,1.45,11.85,0.029,0.003,G4,R_surface,281789.7025,4871168.696
DG-095,52_4_d2,2019-07-23T00:00:00Z,1899-12-31T12:18:00Z,pump,6.53,49.1,0.29,0.13,0.01,0.07,0.56,0.54,4.59,NA,NA,NA,0.004,0.018,0.02,4.66,0.02,0.65,1.69,0,1.94,1.56,14.99,0.031,0.002,G3,deep_intoC,281762.5976,4871095.145
DG-096,86_3_d2,2019-07-23T00:00:00Z,1899-12-31T09:23:00Z,pump,4.95,15.23,4,0.25,0.09,0.04,0.5,0.64,3.34,NA,NA,NA,0.01,0.002,0.41,0.48,0.04,0.36,0.15,0.03,0.74,1.05,5.34,0.007,0.013,G2,R_surface,281858.8713,4870633.421
DG-097,K1d,2019-07-23T00:00:00Z,1899-12-31T14:24:00Z,pump,5.69,18.12,0.59,0.13,0.09,0.04,0.44,0.17,2.83,NA,NA,NA,0.004,0.002,0.02,1.36,0,0.22,0.27,0.02,1.1,0.94,7.93,0.009,0.03,G5,deep_intoC,281686.6880,4871076.5000
DG-098,42_4_d1,2019-07-30T00:00:00Z,1899-12-31T13:25:00Z,pump,6.29,38.8,0.29,0.23,0.01,0.04,0.52,0.88,5.14,NA,NA,NA,0.016,0.007,0,4.17,0,0.52,0.63,0.01,1.44,1.81,12.92,0.018,0.015,G3,R_surface,281655.004,4871175.786
DG-099,42_4_d2,2019-07-30T00:00:00Z,1899-12-31T12:53:00Z,pump,5.77,17.21,0.35,0.18,0.05,0.04,0.44,0.53,3.94,NA,NA,NA,0.013,0.002,0.01,1.12,0,0.42,0.14,0.02,0.83,1.42,7.93,0.015,0.001,G3,deep_intoC,281655.033,4871176.429
DG-100,52_4_d1,2019-07-30T00:00:00Z,1899-12-31T12:12:00Z,pump,6.69,51,0.8,0.26,0.08,0.1,0.69,0.73,4.14,NA,NA,NA,0.015,0.007,0.09,4.11,0.07,0.9,1.61,0.07,2.32,1.48,11.66,0.032,0.002,G4,R_surface,281789.7025,4871168.696
DG-101,52_4_d2,2019-07-30T00:00:00Z,1899-12-31T11:46:00Z,pump,6.52,49,0.33,0.17,0.04,0.07,0.47,0.58,4.61,NA,NA,NA,0.003,0.016,0.05,4.39,0.04,0.62,1.58,0,1.8,1.58,14.95,0.03,0.012,G3,deep_intoC,281762.5976,4871095.145
DG-102,86_3_d2,2019-07-30T00:00:00Z,1899-12-31T09:52:00Z,pump,4.95,16.66,3.29,0.23,0.1,0.04,0.46,0.56,4.36,NA,NA,NA,0.006,0.001,0.28,0.62,0.05,0.31,0.17,0.03,0.71,1.5,5.9,0.008,0.018,G2,R_surface,281858.8713,4870633.421
DG-103,K1d,2019-07-30T00:00:00Z,1899-12-31T14:20:00Z,pump,5.94,18.35,0.64,0.13,0.07,0.04,0.51,0.18,2.59,NA,NA,NA,0.013,0.001,0.02,1.32,0,0.24,0.26,0.02,1.11,0.91,7.89,0.008,0.013,G5,deep_intoC,281686.6880,4871076.5000
DG-104,42_4_d1,2019-09-06T00:00:00Z,1899-12-31T11:30:00Z,pump,5.06,11.4,1.9487286245435782,0.2869224859803414,0.0540934635165297,0.019408771694825133,0.3173163754618298,0.9527050085183181,1.5958345560229494,0.14436207383386104,0.006129714160639272,0.13823235967322178,0.017616140210739373,0.0014579260961533006,0.2506825025841235,0.18307289709498814,4.596710274781257e-4,0.17393443455956162,0.06309317778633518,0.3752086846605727,0.5351459958393094,0.5315693377653403,3.38977145362604,0.001417175,0.06365149961800917,G3,R_surface,281655.004,4871175.786
DG-104,86_3_d2,2020-01-28T00:00:00Z,1899-12-31T10:05:00Z,pump,4.9,16.63,4.2055416630459215,0.3835536745404017,0.109397363910487,0.017058477661354945,0.5437809492255594,1.131586203860962,3.573505848047919,NA,NA,NA,0.01853476327447455,0.001982216008952161,0.793056466998376,0.4448109965314979,0.03813854135840741,0.2603798055624962,0.14350584754591214,0.02333256138330983,0.6770662120019691,1.077297800851109,5.10859411741789,0.006394475413645651,0.014138228008605182,G2,R_surface,281858.8713,4870633.421
DG-105,52_4_d1,2020-01-28T00:00:00Z,1899-12-31T11:00:00Z,pump,6.849999999999999,63,1.8070509937557921,0.2866270947479671,0.0818965135489894,0.11516630613126114,0.5324649305996075,0.8752908813452167,4.56749687425191,NA,NA,NA,0.007005291943805159,0.008805752430473966,0.27999194848002357,5.310737652138382,0.15272845765914064,0.9027782537007238,1.9175013365147215,0.040893276274903814,4.469430360562352,1.3725286744161276,12.9007931156227,0.03899294828954772,0.006642565039286967,G4,R_surface,281789.7025,4871168.696
DG-105,42_4_d2,2020-07-01T00:00:00Z,1899-12-31T11:04:00Z,pump,5.7,NA,6.08603153983873,0.20465115912837178,0.0683227717822226,0.06621522976817476,0.44454130150688576,0.5757940828300947,3.767944873496768,0.03103907457370181,0.011376031719446723,0.01966304285425509,0.006258425456422911,0.001632470765174337,0.016006097101831308,1.1819893734746556,0.002551395080097366,0.607254514101303,0.15450296343016748,0.04432792393518583,0.9024694674357772,1.2584415752897409,6.85375862450853,0.020585972361398013,0.015366419510412847,G3,deep_intoC,281655.033,4871176.429
DG-106,52_4_d2,2020-01-28T00:00:00Z,1899-12-31T10:44:00Z,pump,6.73,46.2,0.33795390516111945,0.13060567713336432,0.0202763180554424,0.06826856143910973,0.48562488928068254,0.4735335855823341,4.755951090763584,NA,NA,NA,0.0033597022737648606,0.013515175008510806,0.019807423993804696,4.556227631002789,0.008904993006002372,0.6515989899965315,1.6408534452422914,3.768549315743678e-4,2.1812594322452936,1.4277778905882845,14.8812157558411,0.032421283292250996,0.06264075627204316,G3,deep_intoC,281762.5976,4871095.145
DG-106,42_4_d1,2020-07-01T00:00:00Z,1899-12-31T11:32:00Z,pump,6.34,30.3,0.7579370437625168,0.23445273117620502,0.0250325969154017,0.06195455900634742,0.5230709308336501,0.8644624885080797,5.175371081889711,0.031244116227480672,-0.0015929417325358693,0.03283705796001654,0.014140942813254488,0.011224683118608848,-0.00303253524999392,2.9342195298448908,-0.0036420597242004162,0.5266065529309016,0.6798472636137031,8.038540578160809e-4,1.625623009957973,1.6829981320842924,12.5999861704316,0.020580154609742423,0.01660866637969493,G3,R_surface,281655.004,4871175.786
DG-107,42_4_d1,2020-01-28T00:00:00Z,1899-12-31T12:47:00Z,pump,6.69,35.2,0.44342312102853826,0.20221904757829703,0.00645661910317351,0.04485634310162524,0.4885435265374249,0.8284863113450605,5.005580779679739,NA,NA,NA,0.008610135396401392,0.010057126951849434,0.031460891964300026,3.6941136075647543,0.019472369768869433,0.4921487604921104,0.6320636235241108,0.002409610955351577,1.694645784094216,1.4822257517802016,12.4331220088896,0.018506439929999785,0.00675980157929623,G3,R_surface,281655.004,4871175.786
DG-107,52_4_d1,2020-07-01T00:00:00Z,1899-12-31T12:40:00Z,pump,6.7,48,0.9757389444295903,0.2173423228901867,0.0428732181906564,0.11580439010313451,0.7202470029577186,0.6913268255734849,4.196806374584328,0.0571596242734553,0.006866490104057052,0.05029313416939825,0.018300681756180118,0.00926254276951319,0.10138031770011424,4.543676619062792,0.07691271077172326,0.8234186680076083,1.8671563198329655,0.0036026445970937944,2.5563133787440995,1.3467979006999713,10.8953104576153,0.03949756072825485,0.008272752214470712,G4,R_surface,281789.7025,4871168.696
DG-108,42_4_d2,2020-01-28T00:00:00Z,1899-12-31T12:55:00Z,pump,5.98,15.72,0.28047749324426996,0.1412832490763106,0.0142845119170499,0.078172279365779,0.4691835545245625,0.5409883143731242,3.9736349415107575,NA,NA,NA,0.004791282217311867,0.005053859122484486,0.14923945580964595,1.2568817019493226,0.07708341053226597,0.4704618770393272,0.1775355820105287,0.0251071126590443,0.9583404165155058,1.2080274709624927,7.9921314198892,0.018060666974858974,0.021949507230056065,G3,deep_intoC,281655.033,4871176.429
DG-108,52_4_d2,2020-07-01T00:00:00Z,1899-12-31T13:08:00Z,pump,6.41,40.8,0.35586153501590734,0.08779046995373141,-0.00528823602658446,0.060924728108294246,0.4371296167967955,0.3871441786806069,4.117517094389786,0.02213231996892465,0.009576860726069036,0.012555459242855616,0.005624127914297582,0.014651813937964574,0.037081376714867637,4.2489073760473826,0.03430263891278821,0.6718917375073472,1.4921399945278193,9.363077840523266e-4,1.813188489681725,1.3080366131911814,12.5296902647485,0.03206315818216014,0.014539567572875117,G3,deep_intoC,281762.5976,4871095.145
DG-109,K1d,2020-01-28T00:00:00Z,1899-12-31T12:29:00Z,pump,5.76,13.59,0.48437506451929346,0.07989641520776868,0.0184773097671509,0.03678143825017921,0.3610723951755005,0.2583155393249418,2.6527650157759095,NA,NA,NA,0.00306648710460463,0.0018102224612258555,0.03806451408566278,1.0305610702914,0.0011839004343262589,0.13608981068542048,0.2307010570553772,0.011935115006378456,0.8942205324792012,0.8343841739505427,5.85242208315028,0.00860258192690535,0.013968073559956835,G5,deep_intoC,281686.6880,4871076.5000
