Site,SampleTime,SampleDate,pH,LocationType,Na_mgL,Mg_mgL,Al_mgL,SiO2_mgL,K_mgL,Ca_mgL,Mn_mgL,Fe_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,DOC_mgL,TDN_mgL,GWType,X,Y,Na_MP,Mg_MP,Al_MP,Si_MP,P_MP,K_MP,Ca_MP,Mn_MP,Fe_MP,Zn_MP,Rb_MP,Sr_MP,Ba_MP,Pb_MP,NH4 mg N/L,Alm_mgL,Alo_mgL,Durham_id,Method,SpecCond,DON_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,S_mgL,Sr_mgL,Zn_mgL
R13,NA,2010-09-30T00:00:00Z,5.94,G6,1.60198,0.427875,0.089132,3.52919,0.320245,1.65291,0.008,0.021,0.0596102491955702,0.392786842292111,0.237056944146597,4.42066211469414,1.52241202414056,0.134868033433198,shallow,NA,NA,2.044682099611149,0.5821425390624999,0.08402391664693348,4.39489570462877,NA,0.3804437735849056,2.1934754037722617,0.001,0.006,0.003,7.2e-4,0.01191,0.00293,9e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R14,NA,2009-08-28T00:00:00Z,5.51,G6,0.978685,0.187388,0.14864,2.86275,0.087341,0.709743,0.009748,0.013981,0.031,0.254,0.014,3.068,2.09512493241226,0.10483861897742,shallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R14,NA,2009-08-29T00:00:00Z,5.61,G6,0.95901,0.18637599999999999,0.134752,2.59814,0.150064,0.696469,0.013566,0.009976,0.02,0.312,0.211,3.045,2.2329961421065,0.23469768944602,shallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R14,NA,2009-10-25T00:00:00Z,5.34,G6,0.585607,0.183777,0.216272,1.94412,0.23982,0.627062,0.017243,0.01397,0.019,0.304,0,2.681,2.95513863678546,0.092151238529336,shallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R14,NA,2009-12-03T00:00:00Z,6.16,G6,0.630227,0.180305,0.212863,1.95424,0.113277,0.61752,0.012172,0.010421,0.027,0.287,0.076,2.523,2.75898041161073,0.12153745059658,shallow,NA,NA,0.804,0.218,0.283,2.037,0.001,0.138,0.696,0.013,0.006,0.061,5e-4,0.0042,0.005,7e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R14,NA,2010-09-30T00:00:00Z,5.37,G6,1.03975,0.166869,0.160571,2.39561,0.0733246,0.611027,0.008,0.021,0.0298606779266903,0.36022272515186,0.0824792429217228,3.5798599107768,2.14338627351726,0.129291198924751,shallow,NA,NA,1.1030233813521837,0.1885473183001894,0.18143555647643858,2.541740186680085,NA,0.06031896226415095,0.6372270220500311,0.01,0.007,0.006,2.9e-4,0.00424,0.00325,2.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R15,NA,2009-07-30T00:00:00Z,5.82,G6,0.953624,0.213411,0.084792,2.72096,0.163941,1.02976,0.005194,0.004662,0.032,0.286,0,2.99,2.539563425451,0.11192862569841,shallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R15,NA,2009-10-25T00:00:00Z,5.56,G6,0.717075,0.188174,0.128686,2.22175,0.115868,0.811221,0.007173,0.005266,0.036,0.288,0,2.911,2.02590910152918,0.076105433844997,shallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R15,NA,2009-12-03T00:00:00Z,6.34,G6,0.680238,0.162872,0.131534,1.99356,0.135616,0.680449,0.006808,0.006352,0.037,0.3,0.07,2.785,2.16321985915149,0.12592206001614,shallow,NA,NA,0.912,0.229,0.199,2.362,0,0.133,0.875,0.008,0.003,0.062,5e-4,0.0049,0.0056,3e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R15,NA,2010-09-30T00:00:00Z,5.4,G6,1.11356,0.20234,0.128063,2.47077,0.0929542,0.804865,0.008,0.021,0.0375430079356501,0.334762346936141,0.146751242881515,3.56922003542234,2.26611639432807,0.1346340403769,shallow,NA,NA,1.0867231090845837,0.2140925189393939,0.12985261662325365,2.4792252751083157,NA,0.0815154716981132,0.8689773409224981,0.011,0.007,0.007,3.4e-4,0.00491,0.00274,3.2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R16,NA,2009-07-30T00:00:00Z,5.71,G3,1.12875,0.242205,0.670348,4.07085,0.30351,1.10625,0.006133,0.47285,0.034,0.248,0.265,2.959,1.95136897596279,0.16361104311192,shallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R16,NA,2009-10-25T00:00:00Z,5.22,G3,0.674447,0.112882,0.164578,2.32193,0.066087,0.685847,0.005733,0.010354,0.03,0.222,0,2.729,1.74736442178107,0.068735558437655,shallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R16,NA,2009-12-03T00:00:00Z,6,G3,0.732768,0.120126,0.224209,2.5658,0.08116,0.691563,0.004059,0.00755,0.03,0.291,0,2.6,2.04216221161509,0.083195440565984,shallow,NA,NA,0.875,0.145,0.276,2.619,0,0.083,0.765,0.004,0,0.041,4e-4,0.0054,0.0066,3e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R16,NA,2010-09-30T00:00:00Z,5.36,G3,1.41424,0.155959,0.129963,3.05274,0.0917208,0.739991,0.008,0.021,0.0438739943714797,0.455299145390133,0,3.95938985324695,1.65494637981883,0.0969611583128397,shallow,NA,NA,1.4432610967263233,0.16988871448863635,0.15131139119109643,3.1338761165958804,NA,0.0845638679245283,0.8176308796097003,0.005,0.015,0.02,3e-4,0.00612,0.00334,3.1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T08:45:00Z,2013-01-31T00:00:00Z,5.91,4,0.87329,0.333678,0.132965,3.00341,0.316458,1.0632,0.008,0.021,0.03406698727192425,0.34538184000887423,0.4374192184435665,2.460919440354846,4.300986732355685,0.33039109078807893,stream,NA,NA,0.919659910994385,0.370310208881902,0.525752487981841,2.93256558326688,NA,0.352794451318044,1.17152617945494,0.0404935369707964,0.413673882373774,NA,0.00177650980547476,0.00858423444775066,0.00345236159215762,0.00133532002271702,0.019103070778962592,0.07135289204084176,0.06574971148710716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T09:45:00Z,2012-10-30T00:00:00Z,6.51,4,1.39487,0.49618,0.0804468,4.36365,0.276275,1.5613,0.008,0.021,0.0319538470174502,0.435470109858418,0.0197245779536465,3.64244763432519,2.92773393328759,0.104272483279908,stream,NA,NA,1.30375786163522,0.4379475308641975,0.07111111111111111,3.710833333333333,-0.003,0.23559941520467836,1.3917199999999998,0,0.013695652173913041,0.003,7.660085836909871e-4,0.009897727272727273,0.002587719298245614,4e-5,-0.0012673440123088,0.03421912827451652,0.02814370396071747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T09:51:00Z,2012-12-03T00:00:00Z,6.71,4,1.61556,0.511582,0.056586,4.31439,0.328368,1.67259,0.008,0.021,0.03920457094104423,0.42828890902915473,0.26519075867896436,3.897141171423056,2.00131454109492,0.1710140288399172,stream,NA,NA,1.45631830715891,0.547514612521753,0.119424364542482,4.15230746957156,NA,0.293261771295563,1.66709611310245,0.00545792526917766,0.0837795782876605,NA,8.18389332304823e-4,0.0115817303672283,0.00265119676921465,1.91725441761899e-4,0.0025,0.02678757483642431,0.01991170659790542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T09:52:00Z,2012-12-18T00:00:00Z,6.86,4,1.8029900000000005,0.6549189999999997,0.012337999999999997,5.4165600000000005,0.42227199999999976,1.74991,0.008,0.021,0.03810561508956098,0.376975747555518,0.24454230667237017,4.152543671911503,1.6159926896442975,0.12479801994696638,stream,NA,NA,1.68477298410339,0.677590432211919,0.0478623242715793,4.50971338329325,NA,0.34331330038941,1.91380687302952,0.00247817563802675,0.040375176301658,NA,7.82258649956431e-4,0.0140692333995177,0.00232172617598778,1.21027710279968e-4,0.0025,0.01708484040805978,0.011473466771864645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T10:00:00Z,2011-08-29T00:00:00Z,5.66,4,0.811146572995082,0.26136,0.169607,2.98347,0.129253,0.984085,0.008,0.021,0.0236643173837233,0.193879008059657,0.0229979837715472,2.51247793676641,4.59243505590696,0.13070581306048,stream,NA,NA,0.91045,0.2691,0.1907,2.76076,0.0014810000000000005,0.08613699999999999,0.977402,0.0069570000000000005,0.027423,0.00414,4.2e-4,0.0075,0.00212,9e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T10:03:00Z,2013-01-14T00:00:00Z,6.41,4,1.3583099999999997,0.586103,0.060572799999999996,4.0338199999999995,0.37998699999999996,1.7193500000000002,0.008,0.021,0.04793503686164358,0.3263816827836736,0.5112535723529819,3.2825986898434927,2.780711940282619,0.1760477749986953,stream,NA,NA,1.32660061419355,0.560344288991303,0.145865502975384,3.50998450320404,NA,0.356984863047564,1.62507523547994,0.0105783120107224,0.0947245002655433,NA,0.00103607650888278,0.0117616443139258,0.00259238671379909,3.15467972319316e-4,0.0025,0.019423397207580847,0.014872524935408003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T10:14:00Z,2013-02-13T00:00:00Z,6.96,4,1.96239,0.863205,0.0156124,6.32033,0.403908,2.40577,0.008,0.021,0.06151865543373447,0.4096487141482891,0.24629803437955308,4.997574468188448,0.798782098986226,0.09254040792289915,stream,NA,NA,2.08371364744769,0.840707445865444,0.0617539718375608,5.88710722958543,NA,0.418337373832341,2.41384360186142,0.00668553989756821,0.0588452970053316,NA,7.75767787463616e-4,0.0171896022456145,0.00260020250135841,1.74698538461107e-4,0.018407548801113144,0.013491344409732861,0.0046584963200492005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T10:20:00Z,2013-02-26T00:00:00Z,7.39,4,2.09171,0.895141,0.020277,6.0066,0.437714,2.6696,0.008,0.021,0.0587481044844926,0.518970456136325,0.3137248338406296,5.484661990371518,0.8213777078431947,0.11456847740719432,stream,NA,NA,2.06659676493426,0.885792515843544,0.300440480209349,5.71332740007682,NA,0.438564368790495,2.58851138420646,0.0309530040183383,0.23921707712926,NA,8.7642135186259e-4,0.0183775892675221,0.00379618202566614,0.00101490160513334,0.0025,0.012131812722237699,0.005017411507301032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T10:50:00Z,2012-11-21T00:00:00Z,7.1,4,2.27415,0.735221,0.021659,6.09141,0.460599,2.28026,0.008,0.021,0.04819332365627561,0.4022943617093302,0.184625884544246,4.913044805192169,0.8159716518390103,0.09194856823104137,stream,NA,NA,2.26497821408709,0.862067823441763,0.0326650231691016,6.20914789199341,NA,0.432696291939731,2.32290088629321,9.47590016964999e-4,0.01827796158987,NA,9.03232288197112e-4,0.0172255079520119,0.00258999641216162,3.3352226987925e-5,0.008423896146700666,0.01329192692030702,0.007052697008067437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T11:40:00Z,2013-01-28T00:00:00Z,7.1,4,2.08373,0.844151,0.0124188,6.51721,0.413938,2.39758,0.008,0.021,0.05069746837709103,0.40349451220009774,0.27396890096190263,4.957263712201771,0.9368915679568404,0.2029613720514542,stream,NA,NA,2.1056095778682,0.863166214339296,0.126241771932332,5.84634390142701,NA,0.426992408110483,2.46020030152937,0.015117007237444,0.131415412835872,NA,8.07691359194873e-4,0.0168312387703607,0.00264146467017538,7.352789867811e-4,0.023321405634628038,0.02032819633997876,0.006279891705959841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T12:08:00Z,2013-01-02T00:00:00Z,6.93,4,2.01918,0.716455,0.0045,6.250790000000001,0.418593,1.8142999999999998,0.008,0.021,0.03620323638073833,0.42939048678809305,0.21476711481407368,4.849492576761485,0.9469315011217744,0.13830074787757637,stream,NA,NA,1.865456273247,0.703085416860355,0.16891925574175,5.27342614087251,NA,0.360011146821647,1.98569466801036,0.0231678576813034,0.157881257793733,NA,7.69597272321367e-4,0.0142692446179379,0.00278510608966749,4.99306527142713e-4,0.008937801212884606,0.016226336558327215,0.008052082057070569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T12:32:00Z,2012-11-06T00:00:00Z,6.9,4,2.0182,0.591104,0.0045,5.77302,0.368699,1.58288,0.008,0.021,0.058423822142008267,0.4209949923550412,0.07639271012152118,4.43557284405809,1.3019370868676214,0.18546519776577458,stream,NA,NA,1.88468721480164,0.598477833574338,0.109175566755361,5.29241295313662,NA,0.352961998036915,1.65951007260335,0.00982520731476184,0.101096922825722,NA,9.48151690198235e-4,0.0120567530092272,0.00385127502019184,2.42580105692979e-4,0.0025,0.020951406045204853,0.010780353537342243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T13:05:00Z,2012-10-29T00:00:00Z,6.69,4,2.05609,0.705057,0.012548,6.73531,0.407203,2.02952,0.008,0.021,0.0600772236671463,0.413482673912067,0.12535119896322,4.86251108613313,1.09801881333524,0.0795622964205163,stream,NA,NA,1.9634685534591194,0.6801388888888888,0.013333333333333332,5.6996153846153845,-0.003,0.3324093567251462,1.86116,0,0.009130434782608695,0.002,7.438054363376253e-4,0.012931818181818181,0.002412280701754386,1.4e-4,5.33101479328736e-4,0.031086410866248235,0.012279822175449352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T13:19:00Z,2013-03-11T00:00:00Z,6.91,4,2.02702,0.937981,0.0118382,6.24868,0.440272,2.78916,0.008,0.021,0.05048376779551867,0.47916050262646975,0.3445457154515512,5.310842960331936,0.9707164617706832,0.10580646347053697,stream,NA,NA,1.93519720315792,0.87461359114504,0.0807584679158843,5.4955711486837,NA,0.414293708069795,2.61533066103811,0.0126133201250404,0.0854538069182556,NA,7.4198328398264e-4,0.0181830897059623,0.00308934958449345,2.80580064663757e-4,0.0025,0.019989155492634466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T14:40:00Z,2013-03-13T00:00:00Z,5.86,4,0.98446,0.326378,0.100287,3.26534,0.178227,1.01866,0.008,0.021,0.05277752006805489,0.5519656040970915,0.5242897427575955,2.9296023959185256,2.8393825994243946,0.21005889165611485,stream,NA,NA,0.940961711771962,0.32092781587563,0.132961947981197,2.71159546305204,NA,0.170507228646256,0.893686287148706,0.00235048635708423,0.0262392409619543,NA,6.86265967053972e-4,0.006493689285102321,0.00170717172816336,NA,0.0025,0.04084646496176547,0.03265637216587476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,1899-12-31T17:17:00Z,2014-10-02T00:00:00Z,7,4,2.615074287391908,1.0576483314616631,0.001952511084903943,NA,0.5989176107972259,3.1588667843551748,-9.639739207276387e-5,4.760908218802819e-4,0.07247557216201878,0.41176201344365787,0.6994017081970064,5.4556124351465565,0.5537648014446379,0.20161935348860943,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0011361406646853839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2009-07-10T00:00:00Z,5.97,4,NA,NA,NA,NA,NA,NA,NA,NA,0.048,0.32,0,4.244,1.55338544431097,0.036953587966277,stream,NA,NA,2.079,0.708,0.029,5.405,NA,0.318,2.106,0.001,0.015,0.007,6.4e-4,0.01263,0.01135,1.4e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2010-04-01T00:00:00Z,6.32,4,1.25,0.4,0.09,3.9,0.2,1.24,0,0.01,0.04,0.32,0.01,3.32,1.81,0.08,stream,NA,NA,1.518,0.428,0.076,3.929,NA,0.213,1.387,0,0.006,0.004,5e-4,0.00932,0.00182,6e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2010-06-18T00:00:00Z,6.65,4,1.87471,0.744824,0.020096,5.49632,0.371853,2.20766,0.003236,0.011616,0.0417663006876958,0.364435360543716,0.00254596674895087,5.16368962175749,1.04390769702407,0.037155529215306,stream,NA,NA,2.6,0.902,0.02,6.874,NA,0.451,2.373,0,0.011,0.006,9.7e-4,0.02122,0.00877,2e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2010-08-06T00:00:00Z,6.9,4,2.35984,0.947598,0.0240958,7.4226,0.484752,2.79334,0.008,0.021,0.0751796755077973,0.393346429225925,0,6.03097995230203,1.00528355903065,0.0329145298946677,stream,NA,NA,2.1858459,0.76947444,0.027633059999999997,6.2138957999999995,NA,0.42087275999999996,2.8539991199999997,0.00283416,0.036135539999999994,0.00566832,0.0010202976,0.023651065199999998,0.0088284084,5.66832e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2010-08-21T00:00:00Z,7.04,4,2.3733,1.03086,0.00947832,7.38829,0.48235,2.99293,0.008,0.021,0.0776435976308226,0.410271018499281,0,6.59855963461733,0.825146159248209,0.0300222774458788,stream,NA,NA,2.705,1.115,0.02,7.388,NA,0.512,3.064,0,0.017,0.012,6.6e-4,0.01974,0.00701,1e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2010-10-01T00:00:00Z,5.48,4,0.759545,0.246087,0.228021,2.02779,0.164667,0.891996,0.008,0.021,0.0590781512940966,0.525615239204345,0.0487908852346748,3.00514173475485,6.1644431575828,0.193264796629209,stream,NA,NA,0.9374283201407211,0.339900390625,0.22372682926829274,2.7828546958062614,NA,0.156,1.2762937293729373,0.013,0.014,NA,6.9e-4,0.0079,0.00265,1.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2011-07-27T00:00:00Z,6.51,4,2.18468059637082,1.00823,0.011242,6.89686,0.43861,2.91266,0.008,0.021,0.0563914832211224,0.308663736708185,0.0110382923579369,5.49239729237984,0.654450548701777,0.015,stream,NA,NA,2.50688,1.06111,0.01638,6.66673,0.009322,0.41162000000000004,2.908989,2.21e-4,0.00764,0.01046,5.9e-4,0.02011,0.00929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2011-08-16T00:00:00Z,6.37,4,1.64878051944851,0.812649,0.04721,5.35364,0.342207,2.63684,0.008,0.052335,0.0342405540272217,0.269011628839164,0.0666757439533731,4.12301714337067,3.6927633483637,0.0982317297320453,stream,NA,NA,1.86522,0.87185,0.08934,4.97707,0.0012450000000000004,0.214005,2.56602,0.0029749999999999998,0.056685,0.00282,8.1e-4,0.01786,0.00241,7e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2012-08-10T00:00:00Z,5.08,4,0.466415,0.291363,0.303401,2.11339,0.320528,1.15084,0.008,0.072451,0.044209922597028,0.142906070055384,0.0262109551211327,1.28742061456894,9.93940212870708,0.305715999180196,stream,NA,NA,0.413,0.242,0.249,1.615,0.018,0.206,1.12843,0.012,0.055,0.007,0.00162,0.007635979999999999,0.00477965,5.7e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2012-10-09T00:00:00Z,7,4,2.02386,0.716941,0.0168347,6.47692,0.366506,2.095,0.008,0.021,0.0602947335053386,0.36115866355401,0.119887853373352,4.70312378265759,1.33498074842813,0.0900983360929979,stream,NA,NA,1.757166429587482,0.69325,0.024827586206896554,5.4092416,-0.001,0.3010642201834862,1.889,0,0.010332268370607028,0.014,6.457545839210156e-4,0.013409090909090909,0.002640350877192983,1e-5,9.78960180438099e-4,0.017459439637290856,0.005344004854095893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2012-10-22T00:00:00Z,6.78,4,NA,NA,NA,NA,NA,NA,NA,NA,0.0519549150715891,0.394145900928305,0.0652224585170372,3.98520583628886,2.11020677683327,0.0921246731633272,stream,NA,NA,1.387007194244604,0.438440366972477,0.036444444444444446,4.164696202531645,-0.002,0.21175516224188787,1.3706,0,0.011981191222570532,0.021,5.833758865248226e-4,0.009704545454545455,0.0026491228070175442,3e-5,0.00457668420064757,0.020594278591687176,0.014628713849605488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2013-03-27T00:00:00Z,6.56,4,2.04904,0.759195,0.0045,6.1072,0.437363,2.22142,0.008,0.021,0.03474450947375422,0.4454828050577731,0.28986285348810137,4.678179759285064,1.0259572098379484,0.1411572079877155,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.01315974055353306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,2013-04-01T00:00:00Z,6.37,4,1.32422,0.556205,0.0295687,4.21097,0.265098,1.69292,0.008,0.021,0.040127811939234856,0.4696950794453767,0.27087828216728305,3.3315109328140675,2.5862100166140554,0.13972551294951355,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.03014186348751378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,2009-07-10T00:00:00Z,5.27,4,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.32,0,3.38,1.53716694630323,0.062618718800965,stream,NA,NA,1.633,0.326,0.047,4.215,NA,0.049,1.21,0.002,0.01,0.009,1.6e-4,0.00815,0.00788,1.1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,2010-04-01T00:00:00Z,5.49,4,1.18,0.28,0.08,3.42,0.12,0.87,0.01,0,0.02,0.29,0,3.02,1.3,0.05,stream,NA,NA,1.272,0.276,0.088,3.392,NA,0.02,0.881,0.003,0.002,0.005,1.1e-4,0.00618,0.00134,4e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,2010-06-18T00:00:00Z,5.65,4,1.64608,0.36381,0.053897,4.68187,0.07587,1.15795,0.001973,0.008001,0.0261540430575806,0.336748428556463,0,4.07044209467924,1.11144382664004,0.0422915198574652,stream,NA,NA,1.849,0.379,0.07,4.825,NA,0.042,1.161,0.002,0.01,0.007,2e-4,0.00827,0.0039,1.9e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,2010-08-06T00:00:00Z,5.59,4,1.68198,0.35392,0.0443175,5.07241,0.0589286,1.08555,0.008,0.021,0.0554355969242384,0.334940819335167,0,4.76258017530188,1.22579343289902,0.0418090569027656,stream,NA,NA,1.66494755,0.37169047000000005,0.08385208,4.87873977,NA,0.05079501,1.1021710900000001,0.0072564299999999995,0.02176929,0.01128778,8.868970000000001e-5,0.0109410839,0.014915995,1.7737940000000002e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,2010-10-01T00:00:00Z,5.07,4,0.734367,0.19297,0.234784,2.39876,0.115148,0.710104,0.008,0.021,0.0479830207030465,0.523350818523193,0,2.93120352412057,4.62543262412098,0.147072102413756,stream,NA,NA,0.7669868073878627,0.22200390625,0.2010878048780488,2.7512740696987597,NA,0.0795,0.8460924092409241,0.004,0.009,NA,4.5e-4,0.00563,0.00234,3e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S07,NA,2009-07-10T00:00:00Z,5.67,2,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.27,0,3.496,3.08684486814901,0.12578824061692,stream,NA,NA,1.373,0.295,0.139,3.5,NA,0.115,1.067,0.003,0.008,0.008,3.3e-4,0.00762,0.0104,1.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S07,NA,2010-04-01T00:00:00Z,5.43,2,0.89,0.26,0.27,2.8,0.14,0.77,0.01,0.01,0.02,0.31,0.51,2.52,3.09,0.24,stream,NA,NA,0.941,0.27,0.27,2.807,NA,0.111,0.818,0.005,0.01,0.004,4.7e-4,0.00628,0.00317,8e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S07,NA,2010-06-18T00:00:00Z,5.91,2,1.62222,0.429299,0.116773,4.80157,0.158653,1.19761,0.001719,0.006489,0.025007955629595,0.376310454149842,0.0182911899582825,4.33887866043827,1.9214132161924,0.0541580080404932,stream,NA,NA,1.814,0.461,0.105,5.055,NA,0.238,1.053,0.002,0,0.007,5.7e-4,0.01127,0.00781,1.1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S07,NA,2010-10-01T00:00:00Z,5.1,2,0.799848,0.223911,0.417145,2.31145,0.193326,0.724513,0.008,0.021,0.0464890963149297,0.635794941650419,0.0393939658903426,2.92466043371316,6.72881510869971,0.220587489723886,stream,NA,NA,0.8299498471066166,0.2540650915080008,0.4286695544185585,2.464354870846068,NA,0.21031415625,0.8132724071309206,0.015,0.005,NA,0.00181,0.00585,0.00376,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08,NA,2009-07-10T00:00:00Z,5.3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.26,0,2.8,3.39013034368746,0.078532411036266,stream,NA,NA,1.146,0.229,0.253,2.952,NA,0.06,0.794,0.004,0.012,0.011,1.4e-4,0.00578,0.01529,3.1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08,NA,2010-04-01T00:00:00Z,5.22,2,0.8,0.24,0.36,2.55,0.11,0.69,0.01,0.01,0.05,0.31,0.7,2.32,3.48,0.3,stream,NA,NA,0.856,0.239,0.379,2.557,NA,0.068,0.729,0.005,0.005,0.005,3.9e-4,0.00573,0.00373,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
